v100,38.578,38.578,0,0
v4,45.9133,45.9133,0,0
v60,36.1691,36.1691,0,0
v70,40.6533,40.6533,0,0
v44,35.9654,35.9654,0,0
v8,51.8364,51.8364,0,0
v20,43.6335,43.6335,0,0
v16,33.2763,33.2763,0,0
v78,43.8582,43.8582,0,0
v17,47.2742,47.2742,0,0
v6,47.5086,47.5086,0,0
v57,33.9743,33.9743,0,0
v31,39.5687,39.5687,0,0
v41,41.3005,41.3005,0,0
v10,41.5119,41.5119,0,0
v64,37.4064,37.4064,0,0
v29,47.1787,47.1787,0,0
v40,33.5618,33.5618,0,0
v22,42.9909,42.9909,0,0
v68,35.8251,35.8251,0,0
v76,40.425,40.425,0,0
v75,43.2936,43.2936,0,0
v48,41.955,41.955,0,0
v5,43.3086,43.3086,0,0
v88,48.6024,48.6024,0,0
v98,37.3748,37.3748,0,0
v7,43.0068,0,0,1709640000
v74,39.8025,0,0,1709640000
v28,32.611,0,0,1709640000
v63,37.7627,0,0,1709640000
v71,44.6692,0,0,1709640000
v56,43.5218,0,0,1709640000
v49,47.6098,0,0,1709640000
v13,35.8424,0,0,1709640000
v62,41.9355,0,0,1709640000
v66,40.0593,0,0,1709640000
v93,42.1,0,0,1709640000
v91,43.0354,0,0,1709640000
v96,41.8461,0,0,1709640000
v80,40.3822,0,0,1709640000
v14,37.8744,0,0,1709640000
v51,45.0255,0,0,1709640000
v34,42.7036,0,0,1709640000
v82,49.6621,0,0,1709640000
v24,40.9257,0,0,1709640000
v36,43.7224,0,0,1709640000
v43,36.0343,0,0,1709640000
v58,41.639,0,0,1709640000
v12,39.6312,0,0,1709640000
v95,38.5721,0,0,1709640000
v79,37.3333,0,0,1709640000
v33,39.4622,0,0,1709640000
v61,40.1782,0,0,1709640000
v32,39.0994,0,0,1709640000
v23,44.9648,0,0,1709640000
v69,36.059,0,0,1709640000
v21,39.4407,0,0,1709640000
v85,40.0537,0,0,1709640000
v52,48.7526,0,0,1709640000
v54,47.6021,0,0,1709640000
v65,33.2182,0,0,1709640000
v39,44.5144,0,0,1709640000
v46,40.9518,0,0,1709640000
v15,36.6477,0,0,1709640000
v30,41.0555,0,0,1709640000
v67,41.7878,0,0,1709640000
v97,47.1562,0,0,1709640000
v37,39.8254,0,0,1709640000
v27,37.0609,0,0,1709640000
v42,45.1235,0,0,1709640000
v3,44.9474,0,0,1709640000
v35,39.412,0,0,1709640000
v9,36.9899,0,0,1709640000
v84,45.7172,0,0,1709640000
v83,36.8915,0,0,1709640000
v19,36.4941,0,0,1709640000
v26,39.9648,0,0,1709640000
v55,33.9958,0,0,1709640000
v73,37.9097,0,0,1709640000
v86,46.7899,0,0,1709640000
v94,43.0832,0,0,1709640000
v81,37.9511,0,0,1709640000
v11,40.3681,0,0,1709640000
v92,48.3153,0,0,1709640000
v47,46.4341,0,0,1709640000
v89,42.5224,0,0,1709640000
v2,35.0721,0,0,1709640000
v99,36.3405,0,0,1709640000
v90,37.6459,0,0,1709640000
v50,40.2907,0,0,1709640000
v38,42.1612,0,0,1709640000
v25,44.9162,0,0,1709640000
v77,44.1349,0,0,1709640000
v53,41.0576,0,0,1709640000
v72,41.7981,0,0,1709640000
v1,41.4221,0,0,1709640000
v59,43.403,0,0,1709640000
v87,39.1846,0,0,1709640000
v45,41.653,0,0,1709640000
v18,37.4532,0,0,1709640000
